HSN Code(4 Digit),HSN Code(8 Digit),Product Group Name,GST Rate
8501,85013220,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT EXCEEDING 750 W BUT NOT EXCEEDING 75 KW: DC GENERATORS,18%
8501,85013210,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT EXCEEDING 750 W BUT NOT EXCEEDING 75 KW: DC MOTOR,18%
8501,85013111,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT NOT EXCEEDING 750 W: - DC MOTORS: MICRO MOTOR,18%
8501,85013119,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT NOT EXCEEDING 750 W: - DC MOTORS: OTHER,18%
8501,85013112,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT NOT EXCEEDING 750 W: - DC MOTORS: STEPPER MOTOR,18%
8501,85013113,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT NOT EXCEEDING 750 W: - DC MOTORS: WIPER MOTOR,18%
8501,85013120,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS: - OF AN OUTPUT NOT EXCEEDING 750 W: DC GENERATORS,18%
8501,85013450,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW: OF AN OUTPUT EXCEEDING 10,000 KW",18%
8501,85013420,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 1,000 KW BUT NOT EXCEEDING 2,000 KW",18%
8501,85013430,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 2,000 KW BUT NOT EXCEEDING 5,000 KW",18%
8501,85013410,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 375 KW BUT NOT EXCEEDING 1,000 KW",18%
8501,85013440,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 5,000 KW BUT NOT EXCEEDING 10,000 KW",18%
8501,85013320,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 75 KW BUT NOT EXCEEDING 375 KW: DC GENERATORS,18%
8501,85013310,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 75 KW BUT NOT EXCEEDING 375 KW: DC MOTORS,18%
8501,85011011,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) MOTORS OF AN OUTPUT NOT EXCEEDING 37.5 W: - DC MOTOR: MICRO MOTOR,18%
8501,85011019,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) MOTORS OF AN OUTPUT NOT EXCEEDING 37.5 W: - DC MOTOR: OTHER,18%
8501,85011012,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) MOTORS OF AN OUTPUT NOT EXCEEDING 37.5 W: - DC MOTOR: STEPPER MOTOR,18%
8501,85011013,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) MOTORS OF AN OUTPUT NOT EXCEEDING 37.5 W: - DC MOTOR: WIPER MOTOR,18%
8501,85011020,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) MOTORS OF AN OUTPUT NOT EXCEEDING 37.5 W:AC MOTOR,18%
8501,85012000,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) UNIVERSAL AC OR DC MOTORS OF AN OUTPUT EXCEEDING 37.5 W,18%
8531,8531,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530",18%
8531,85311090,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530 - BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS: OTHER",18%
8531,85311010,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530 -BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS: BURGLAR ALARM",18%
8531,85311020,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530 -BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS: FIRE ALARM",18%
8531,85312000,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530 INDICATOR PANELS INCORPORATING LIQUID CRYSTALDEVICES (LCD) OR LIGHT EMITTING DIODES (LED)",18%
8531,85318000,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530 OTHER APPARATUS",18%
8531,85319000,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS), OTHER THAN THOSE OF HEADING 8512 OR 8530 PARTS",18%
9405,940520,"Electric table, desk, bedside or floor-standing lamps",0%
8517,85172100,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - FACSIMILE MACHINES AND TELEPRINTER",18%
8517,85172200,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - FACSIMILE MACHINES AND TELEPRINTER",18%
8517,85175010,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175020,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175030,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175040,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175050,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175060,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175070,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175091,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175092,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175093,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175094,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85175099,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS, FOR CARRIER-CURRE",18%
8517,85178010,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS: ATTACHMENTS FOR T",18%
8517,85178090,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS: OTHER",18%
8517,85178030,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS: SET TOP BOXES FOR",18%
8517,85178020,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - OTHER APPARATUS: SUBSCRIBER END EQ",18%
8517,85179090,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - PARTS: OTHER",18%
8517,85179010,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - PARTS: POPULATED, LOADED OR STUFFE",18%
8517,85171911,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - TELEPHONE SETS; VIDEOPHONES: - OTH",18%
8517,85171912,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - TELEPHONE SETS; VIDEOPHONES: - OTH",18%
8517,85171919,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - TELEPHONE SETS; VIDEOPHONES: - OTH",18%
8517,85171920,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - TELEPHONE SETS; VIDEOPHONES: - OTH",18%
8517,85173000,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES TELEPHONIC OR TELEGRAPHIC SWITCHING",18%
8535,8535,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS AND OTHER CONNECTORS, JUNCTION BOXE",18%
8535,85351010,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85351020,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85351030,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85351040,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85351050,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85351090,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85352111,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85352112,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85352113,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8535,85352119,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS, JUNCTION BOXES), FOR A VOLTAGE EXC",18%
8536,8536,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS AND OTHER CONNECTORS, JUNCTION BOXES), FOR",0%
8536,85361010,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85361020,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85361030,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85361040,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85361050,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85361060,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85361090,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85362010,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85362020,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85362030,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85362040,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85362090,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85363000,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85364100,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85364900,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85365010,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85365020,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
8536,85365090,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, RELAYS, FUSES, SURGE SUPPRESSORS, PLUGS, SOCKETS, LAMP-HOLDERS, JUNCTION BOXES), FOR A VOLTAGE NOT EXCEEDI",0%
